Address,Category,Latitude,Longitude,Name,Phone,State,Township,geohash
"Rm 001, Bldg 5, Yadanar Lan Thit Rd., Tet Lan Housing, Ward (10-South),",Safety/Road Traffic Safety Product/Sailor's Equipment,16.805544,96.225948,Safety Myanmar,"
09-454700123, 09-400001683, 09-971678408
", :Yangon Region ," :Thaketa
",w4urtem
"Da Dwe Da Dwe-7, 59 St., Corner of Bandula St.,",Car Workshops,21.899762,96.114814,Shwe Pyi Hein,"
09-47106265, 09-792703384
", :Mandalay Region ," :Pyigyi Tagon
",w5uke4s
"6/8, Rm B/1, Botahtaung Lane (4), Ward (4),",Wooden Products & Hardwood Shops,16.771722,96.173215,Win Kyaw Thu,"
01-201399, 09-73237725
", :Yangon Region ," :Botahtaung
",w4urkmp
"52/A, Kyaik Waing Pagoda Rd., Myaing Hay Wun Housing,",Pest Control Services,16.867074,96.137117,Active, :, :Yangon Region ," :Mayangone
",w4urgws
"408/410, Maha Bandoola Rd., Corner of 35th St.,",Car Engine Oil & Lubricants,16.77459,96.160273,Dragon, :, :Yangon Region ," :Kyauktada
",w4urkjt
"34, Htu Par Yone St., Su Paung Housing Ward,",Silk Wear,16.795207,96.202091,Shwe Sin Min Silk & Lace, :, :Yangon Region ," :Thaketa
",w4urt1k
"96/A, Yangon-Insein Rd., Near U Yay Khae St., Ward (2),",Dentists & Dental Clinics,16.867942,96.118238,Htet,"
09-788498581, 09-5195768, 01-612742
", :Yangon Region ," :Mayangone
",w4urgnx
"860, Maung Makan Kan Thar Rd., Ward (18),",Stainless Steel Wares,16.859897,96.232371,Power Steel, :, :Yangon Region ," :South Dagon
",w4urvv6
"2, Shwe San Taw Pagoda Rd.,",Decorators & Decorating Materials,16.891094,96.122864,OK, :, :Yangon Region ," :Toun Tae
",w5h256f
"
",Tourism Services,16.870118,96.244878,Nann Asia Travel & Tours,"
","
","
",w4uryp5
"100, Waizayantar Rd., Btw Parami Junction and Thitsar Junction, Ward (3),",Pet Accessories,16.835809,96.177195,VIP,"
09-778899222, 09-778899444
", :Yangon Region ," :South Okkalapa
",w4uru8f
"D4/D5, 2nd Flr, P2 Car Parking,",Communication Equipment,16.794256,96.175451,Bright,"
09-262555180, 09-262555175, 09-262555176
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs92
"Rm L-38/39, Thudhamar Rd., Thiri Yadanar Retail/Wholesale Market,",Air Compressor Sales & Manufacturers,16.9197705,96.149938,"Macros Co., Ltd.", :, :Yangon Region ," :North Okkalapa
",w5h27bn
"88/90, Than Chet Wun U Nyunt St., Industrial Zone (2),",Packing/Filling & Wrapping Materials & Equipment,16.935904,96.076994,YC (Yong Chang Foam Box Factory),"
09-43157060, 09-5402833, 01-3618195
", :Yangon Region ," :Shwe Pyi Thar
",w5h2671
"001, Bldg 6, G Flr, Aung Chan Thar Housing,",Security Systems & Equipment,16.811055,96.169938,"Intelligence Power Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urskk
"172, Thukha St., (Kha) Ward,",Children's & Infants' Wears,16.830816,96.192991,Phoe La Pyae,"
09-254222892, 09-950454781
", :Yangon Region ," :Thingangyun
",w4urszv
"Rm 71/72/73, Ka Gyi Shed, Thiri Mingalar Market,",Fruit Sellers,16.8920972,96.1008453,Mya Thapyae,"
09-5060036, 09-421097245
", :Yangon Region ," :Hlaing
",w5h24g4
"324, Thudhamar Rd., Ga Gyi Ward,",Air Conditioning Equipment Sales & Repair,16.895333,96.157875,Cool & Cool Engineering Group,"
09-795151525, 09-795151535, 09-795991515
", :Yangon Region ," :North Okkalapa
",w5h2h5s
"15, Myawaddy Min Gyi Rd., Industrial Zone (4),",Glass Plates & Mirrors,16.857094,96.053123,City Glass Technology, :, :Yangon Region ," :Hlaing Thar Yar
",w4urcsx
"Rm 104, Bldg C, Shwe Gon Daing Rd., Aung Chan Thar Housing,",Real Estate Agents,16.81233,96.166634,Soe Kabar,"
01-8603731, 09-43095761, 09-43119741
", :Yangon Region ," :Bahan
",w4urskd
"Ka Gyi-128, 62 St., Between 19 St. and 20 St.,",Air Ticketing Services,21.991207,96.113275,Mya Moe Myint Cho,"
09-771509184, 09-454599696
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um557
"46, Bogalay Zay St., Lower Block,",Advertising Agencies,16.770137,96.165509,MTH,"
09-264446620, 09-43500500
", :Yangon Region ," :Botahtaung
",w4urkkc
"A/55, Naung Yoe St., Bayint Naung, Yoe Gyi Chaung Housing,",Car Spare Parts & Accessories,16.865267,96.102983,"Yar Zar Tun Lin Trading Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urfyh
"38 St., Between 88 St. and 89 St.,",Freight Forwarders,21.966187,96.068079,Shwe Taung Paw,"
09-43180005, 09-402669985
", :Mandalay Region ," :Maha Aung Myay
",w5ukfnf
"L-55/56, Thiri Yadanar Retail/Wholesale Market,",Decorators & Decorating Materials,16.924003,96.152254,"Gypsum King Decoration Co., Ltd.", :, :Yangon Region ," :North Okkalapa
",w5h27bz
"D-9, Mingalar St., Min Yè Kyaw Swar Housing,",Photo Studios & Labs,16.821382,96.177282,AKAI, :, :Yangon Region ," :Tarmwe
",w4ursw4
"3, Lower Pazundaung Rd.,",Marine Products,16.776697,96.180133,"Viking Marine Products Trading Co., Ltd.","
09-73444333, 09-5118437
", :Yangon Region ," :Pazundaung
",w4urkwh
"451, Waizayantar Rd.,",Building Materials,16.822973,96.162193,"Bravat (Rico International Co., Ltd.)", :, :Yangon Region ," :Thingangyun
",w4ursnx
"Rm 13, Kha/2 Shed, Bayint Naung Market,",Car Spare Parts & Accessories,16.863099,96.109265,Sathi,"
01-9688838, 09-5178421, 09-965178421
", :Yangon Region ," :Mayangone
",w4urgjb
"47/49, Phone Gyee St., Middle Block,",Pumps & Accessories,16.775133,96.144771,"VSK International Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4ur7vf
"5, Thitsar Rd.,",Beauty Parlours,16.841441,96.173682,Eureka House, :, :Yangon Region ," :Yankin
",w4uru3z
"105-B, 32nd St., Middle Block,",Press & Printers [Offset],16.774624,96.157973,Myat Mon Yadanar,"
09-5066505, 09-5035179, 09-5131418, 09-421024275
", :Yangon Region ," :Pabedan
",w4urkjs
"122/124, 15th St., Middle Block,",Clinics [Private],16.777302,96.146773,Perfect,"
01-381735, 01-389360, 09-763173107
", :Yangon Region ," :Lanmadaw
",w4ur7y5
"49, 3rd Flr, Min Nandar Rd.,",Cleaning & Maintenance Services,16.796291,96.19583,"I Care Co., Ltd.", :, :Yangon Region ," :Dawbon
",w4urscx
"5, Baho St.,",Car & Truck Rentals,16.835392,96.121746,N.T Nature Travel,"
01-661668, 09-73139320, 09-957313932
", :Yangon Region ," :Mayangone
",w4urg2c
"9/A, G Flr, Kamar Kyi Rd., Yangon Thit Ward,",Tailors,16.823817,96.211106,GOLD FLAKE,"
09-5084522
", :Yangon Region ," :Thingangyun
",w4urtqd
"11/C, Bo Min Yaung Rd., Corner of Mandalay St., Statium View Condo,",Accountants & Auditors,16.784297,96.16428,Thida & Partner Limited, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkr2
"345, East Gyogone 2nd St (South),",Decorators & Decorating Materials,16.880852,96.117648,Nina Construction & Decoration, :, :Yangon Region ," :Insein
",w5h251n
"31 St., Between 80 St. and 81 St.,",Food Stalls,21.975658,96.083158,Home,"
09-444487919, 09-797557886
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42t
"D-109, Kyauk Pahtoe St., Corner of Kyauk Pahtoe 6th St., Industrial Zone (3),",Hardware Merchants & Ironmongers,16.903638,96.269274,Soe Tint,"
09-73052027, 09-5141885, 01-8100260
", :Yangon Region ," :South Dagon
",w5h2ntj
"189/191, Maha Bandoola Rd.,",Marine Products,16.774545,96.171344,Ngwe Pin Lae, :, :Yangon Region ," :Botahtaung
",w4urkmt
"21, Near Myin Hlae Gate, Zee Kone Ward,",Water Pipes & Accessories,16.950639,96.099863,Taw Win Tun, :, :Yangon Region ," :Shwe Pyi Thar
",w5h26vc
"23, G Flr, Maha Bawga St., Near Yae Kyaw St.,",Advertising Agencies,16.782447,96.172709,Hein Media, :, :Yangon Region ," :Mingalar Taung Nyunt
",w4urkrn
"A-43, U Wisara Rd., Economic Development Zone,",Decorators & Decorating Materials,16.873063,96.175558,Nice, :, :Yangon Region ," :North Dagon
",w4urux8
"38, Ingapu St.,",Air Conditioning Equipment Sales & Repair,16.808864,96.12839,O2 Air-con, :, :Yangon Region ," :Sanchaung
",w4ure7y
"220, Oak Zanar 7th St.,",Plastic Materials & Products,16.905089,96.166741,Min Thiha Plastic,"
09-5087171, 09-977905293, 09-256222882
", :Yangon Region ," :North Okkalapa
",w5h2hm6
"96/C, Lan Thit Rd., Saw Bwar Gyi Gone, Nant Thar Gone Ward,",Marine Products,16.873217,96.196732,"Vantage Co., Ltd.", :, :Yangon Region ," :Insein
",w4urvp8
"2, Parami Rd.,",Hotels,16.851588,96.151905,Hotel Parami," :
", :Yangon Region ," :Mayangone
",w4urggx
"Rm 609, 6th Flr, Shwe Gone Thu Housing,",Computer Software Dealers,16.798145,96.126494,Berakah Peneil Ltd., :, :Yangon Region ," :Kyeemyin Daing
",w4ure6j
"267, Rm 202, Pyay Rd., MAC Tower, Myaynigone,",Education Services,16.806391,96.137022,Star Resources Academy," :
", :Yangon Region ," :Sanchaung
",w4urees
"B-1, Naung Yoe St., Bayint Naung, Ward (1),",Heavy Machineries & Equipment,16.8636955,96.0993568,"Aung Emerald Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4urfvc
"107, Than Lwin St., Ward (10),",Hotel Equipment & Supplies,16.817841,96.145336,"Jep Way Co., Ltd.", :, :Yangon Region ," :Kamayut
",w4urevd
"Rm 4, Pyi Htaung Su Rd., South-North Junction,",Building Materials,16.833302,96.234525,Blade King,"
09-448009501, 09-974199546, 09-254461377, 09-73099771
", :Yangon Region ," :South Dagon
",w4urvb7
"Beside Yay Ni Myaung, Near Of Mya Kyauk Sayti, Kyi Kone Ward,",Bags [Penang],21.99241,96.168045,Two Elephants,"
09-91020958, 09-91013611
", :Mandalay Region ," :Patheingyi
",w5umh7e
"12/A, Khay Mar St.,",Car & Truck Dealers & Importers,16.809762,96.138353,"Myanmar Trade Center Co., Ltd.","
09-73500331, 09-73500333, 01-516908, 01-519259
", :Yangon Region ," :Sanchaung
",w4uresj
"38 St., Corner of Strand Road,",Nurse-Aid Training Centres,21.966823,96.056878,Zaw Lay(Dr),"
09-2027933, 09-962027933
 ", :Mandalay Region ," :Maha Aung Myay
",w5ukcyf
"171, Twin Thin Tike Wun U Tun Nyo St., Corner of Saya San St.,",Aluminium Frames & Furnitures,16.845467,96.074427,WM Quan Dat Aluminium Facade," :
", :Yangon Region ," :Hlaing Thar Yar
",w4urf4x
"Blk 11, 89 St., Between 11 St. and 12 St., Nyaung Kwe,",Real Estate Agents,22.008499,96.072771,Thandar(Daw),"
09-91048714, 09-791048713
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um4nw
"Blk 3, 11, Bazzar Second Rd,",Bags [Other],16.786528,96.191121,Miba Yinngwae,"
09-443053274, 09-262305544, 09-772745655, 09-795729703
", :Yangon Region ," :Thaketa
",w4urkzu
"20, Yangon-Insein Rd., Near Thamaing Junction,",Water Tanks,16.861356,96.12214,Clean,"
09-73076589, 09-254148115, 09-773261462
", :Yangon Region ," :Mayangone
",w4urgmd
"177(C-001), 34th St., Upper Block, Upper Block,",Photocopying & Duplicating Machines Sales & Repair,16.777797,96.159968,PT,"
09-43127264, 09-5173600, 01-255782, 01-255857
", :Yangon Region ," :Kyauktada
",w4urknm
"28, Myaung Mya St.,",Tailors,16.80688,96.130035,Maw Lay,"
09-73053434, 09-796930244, 09-421146852
", :Yangon Region ," :Sanchaung
",w4ure7x
"Rm 9, 8 Shed, Padamyar 4th St., Sawbwargyi Gone Warehouses,",Hardware Merchants & Ironmongers,16.890664,96.120354,Ever Win,"
09-965400433, 09-31944884
", :Yangon Region ," :Insein
",w5h256b
"C(34), Yae Tamar St., Bayint Naung Warehouses,",Cooking Oil,16.860631,96.10367,"Diamond Dragon Industry Co., Ltd.","
01-3680089, 09-781018846, 09-781018846, 01-3680089
", :Yangon Region ," :Mayangone
",w4urfvk
"124, Thudhamar Rd., Near 6 Curve, Hta Wun Bae Ward,",Glass Plates & Mirrors,16.92114,96.161391,Swan Arr Shin ,"
01-9690571, 09-73024804, 09-5454555
", :Yangon Region ," :North Okkalapa
",w5h2k0q
"19 St., Corner of Yadanar Pone St., Nan Shae,",Air Conditioning Equipment Sales & Repair,21.991887,96.123198,Nan Myo Taw,"
09-789022131, 09-256035865
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um57d
"14, Thitsar St., University Yeikmon Olympic Housing,",Motorcycle Accessories & Parts,16.847957,96.080727,"Novel Force Co., Ltd.", :, :Yangon Region ," :East Dagon
",w4urf75
"14/A, Zeya Waddy St.,",Engineers [General],16.813798,96.131239,AUVIS, :, :Yangon Region ," :Sanchaung
",w4uresb
"3rd Flr, Kaba Aye Pagoda Rd., Shwe Gon Plaza,",Surveying Instruments,16.806307,96.156698,"ABMT Myanmar International Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urs57
"30 St., Between 79 St. and 80 St.,",Electronic Equipment Sales & Repair,21.977159,96.084353,Smile,"
09-91003710, 09-444022355
", :Mandalay Region ," :Chan Aye Thar Zan
",w5um42y
"146/A, G Flr, Mingalar St., Ward (13),",Construction Services,16.77408,96.17006,Myanma Seinn Kyi, :, :Yangon Region ," :South Okkalapa
",w4urkms
"Min Nandar Rd., Corner of Thumana St., Near Wet Su Bus Stop, Yan Pyay Ward (3),",Car Lighting Equipment & Repair,16.7882006,96.1926484,Htoo Kyaw,"
09-401540420, 09-252521169
", :Yangon Region ," :Thaketa
",w4ursbj
"60, 1st Flr, 5th St.,",Bottle Caps & Seals,16.77701,96.154357,"JIN HUA Packaging & Printing Co., Ltd.", :, :Yangon Region ," :Lanmadaw
",w4urkn1
"4(B/1), Parami Rd., Ward (10),",Electronic Equipment Sales & Repair,16.850076,96.159044,"MTWK Co., Ltd.", :, :Yangon Region ," :Mayangone
",w4uru5k
"477, Aye Yeik Thar 2nd St., New University Avenue,",Coffee [Manu/Dist],16.8230599,96.1576833,"Sithar Coffee Co., Ltd.", :, :Yangon Region ," :Bahan
",w4ursne
"57, War Dan St.,",Rice Merchants,16.776055,96.139297,Special,"
01-221516, 09-5074247, 09-965074247, 09-785074247
", :Yangon Region ," :Lanmadaw
",w4ur7ty
"128, Lower Kyee Myin Daing Rd.,",Plastic Materials & Products,16.804195,96.129294,"Yee Yee Tun International Co., Ltd.", :, :Yangon Region  ," :Ahlone
",w4ure7p
"Rm 303/304/305, Bldg 170-176, 3rd Flr, Bo Aung Kyaw St., MGW Centre,",Water Heaters,16.7719518,96.1642519,"SCZ Trading Co., Ltd.", :, :Yangon Region ," :Botahtaung
",w4urkm0
"111-113, Rm 6, 36th St.,",Electrical Goods Sales,16.77564,96.16119,"Synergism Co., Ltd.", :, :Yangon Region ," :Kyauktada
",w4urkjy
"CA/268, Cherry 4th St., FMI City,",Internet Service Providers,16.854739,96.06191,"Myanmar Broadband Telecom Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4urcuq
"5/A, Mya Wutt Yee St., Ward (13),",Engineering Courses,16.854553,96.162674,"GWH M & E Engineering Co., Ltd.", :, :Yangon Region ," :Yankin
",w4uruhr
"15, Hanthawaddy Rd.,",Car Aircons,16.81539,96.128648,Kabar Kyal,"
09-5184956, 09-5025416
", :Yangon Region ," :Sanchaung
",w4uremn
"Bet; 68 St. and 69 St. & Bet; Mingalar St. and San Pya St., Industrial Zone(1),",Agricultural Machineries & Tools,21.892909,96.099209,San Kabar Tun,"
09-453333880, 09-265912173
", :Mandalay Region ," :Pyigyi Tagon
",w5ukdc3
"95, 2nd Flr, Anawrahta Rd.,",Accountants & Auditors,16.776227,96.172046,PPS Group Auditing & Accounting Firm, :, :Yangon Region ," :Pazundaung
",w4urkqn
"B-77 / 78, Lawpita St., Industrial Zone (3),",Marine Equipment,16.842212,96.227025,U Tun Aye,"
09-5117671, 01-590879
", :Yangon Region ," :South Dagon
",w4urvdn
"Rm F, Min Nandar Rd., Near Capital Hypermarket,",Aluminium/Tin & Zinc Materials,16.802969,96.196495,Hein,"
09-73081086, 09-450003485, 09-788822139
", :Yangon Region ," :Thaketa
",w4urt4b
"27/29/31, G Flr, 38th St.,",Tourism Services,16.7704268,96.1623655,"Sun Far Travels & Tours Co., Ltd.","
01-243993, 01-380888, 01-376422, 01-254599
", :Yangon Region ," :Kyauktada
",w4urkhz
"Rm 3, G Flr, Shwe Mingalar Market, Entrance (8),",Fabric Shops,16.793343,96.17209,Shwe Zee Kwat,"
09-5155496, 09-5154408, 09-5154902
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs3n
"880, Yadanar Rd.,",Engineering Consultancy Services,16.835854,96.182612,National Engineering & Planning Services (NEPS), :, :Yangon Region ," :Thingangyun
",w4uru8y
"1A/44, Mya Thidar Housing, Ward (11),",Employment Agencies,16.834864,96.180372,"Arima Tech Co., Ltd.", :, :Yangon Region ," :South Okkalapa
",w4uru8s
"37 St., Between 80 St. and 81 St.,",Foodstuffs,21.966197,96.082707,Mercury,"
09-252484774, 09-788133319
", :Mandalay Region ," :Maha Aung Myay
",w5ukfqv
"327, Shwe Bon Tha St.,",Clinics [Private],16.775637,96.15563,May Khalar,"
01-375222, 01-387721
", :Yangon Region ," :Pabedan
",w4urkjf
"Between 57 St. and 58 St., Industrial Zone(1), North of Kanaung Min Thar Gyi St,",Blacksmiths,21.88206,96.117011,Pyae Phyo Kyaw,"
09-2050047, 09-402603070
", :Mandalay Region ," :Pyigyi Tagon
",w5uk7pw
"H 211/1, 54 St.,",Electrical Goods Sales,16.848277,96.171956,Fukushima Electric, :, :Mandalay Region ," :Pyigyi Tagon
",w4uru7n
"62, Leik Kan St.,",Aluminium Frames & Furnitures,16.782993,96.172009,"Great Modern Co., Ltd.", :, :Yangon Region ," :Pazundaung
",w4urkrq
"F-5/6, Bogyoke Aung San Market, Diamond Empire Hall,",Gold Shops/Goldsmiths,16.780356,96.155098,Shwe Zin Kyaw,"
09-5069232, 09-785069232
", :Yangon Region ," :Pabedan
",w4urknf
"20/B, G Flr, 166th St.,",Tourism Services,16.8111,96.173243,Inbloom Travel & Tours, :, :Yangon Region ," :Tarmwe
",w4urskr
"1405, Shwe Gon Daing Junction, Yuzana Tower,",Construction Services,16.805721,96.154339,"Pemco Co., Ltd.", :, :Yangon Region ," :Bahan
",w4urs53
"Ga Ngal Ga Ngal-2/30, 58 St., Between B St. and Ahnaw Yahtar St., South of Theikpan St,",Sewing Machines & Accessories,21.941686,96.117485,Sein Kabar,"
09-452523494, 09-402577118
", :Mandalay Region ," :Chan Mya Tharsi
",w5ukg4q
"146, U Tayoke Gyi St., Industrial Zone (4),",Furniture Marts,16.940807,96.07185,"Trends Design Furnishing Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w5h265v
"12-45/AB, Kyi Taw Housing,",Plastic Materials & Products,16.784244,96.173714,"Green Spring Manufacturing Co., Ltd.","
01-200843, 09-73119823, 09-5178448
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urkrr
"117, 24th St.,",Consumer Products,16.776124,96.1526,One One Seven,"
01-252797, 01-240093
", :Yangon Region ," :Latha
",w4urkn0
"181, Bo Myat Tun St.,",Hospital Equipment & Supplies,16.775575,96.170027,Sea Lion, :, :Yangon Region ," :Botahtaung
",w4urkmu
"1022/B, Pyay Rd., Saw Bwar Gyi Gone,",Plywoods & Veneers,16.8867909,96.1239121,Myat Thitsar,"
01-650591, 01-656773, 09-49215324
", :Yangon Region ," :Insein
",w5h2565
"25 St., Between 84 St. and 85 St.,",Building Materials,21.984625,96.077448,999,"
02-4060026, 02-4060046, 02-4060033
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um461
"138/B, Than Thu Mar Rd., Near Yay Set Bus Stop,",Thingans & Monk's Utensils,16.807378,96.176911,Mahar Akarit,"
09-787075756
", :Yangon Region ," :Thingangyun
",w4urse9
"880/B, Byamaso Rd., Ward(4/6),",Foodstuffs,16.848668,96.172963,U Mya Din & Brothers,"
01-8500689, 09-73052692
", :Yangon Region ," :South Okkalapa
",w4uru7p
"A-1, 2nd Flr, Yuzana Plaza,",Fashion Shops,16.79432,96.17602,One Two One,"
01-205195, 01-200747Ext:3060
", :Yangon Region ," :Mingalar Taung Nyunt
",w4urs93
"228, 39th St., Upper Block,",Book Publishers & Distributors,16.777749,96.162989,Pyin Nyar Baik Man,"
01-253143, 09-455160150
", :Yangon Region ," :Kyauktada
",w4urknr
"606 (A+B), 3rd Flr, Thadar Yone St., Min Nanda St, Ward (2-North),",Inspection Services,16.80424245,96.132144,Myanmar Inspection & Technology, :, :Yangon Region ," :Thaketa
",w4uree1
"89 St., Between 25 St. and 26 St.,",Bakery & Cake Makers,21.985024,96.070873,Two Elephants,"
 09-2026442, 09-43146962
", :Mandalay Region ," :Aung Myay Thar Zan
",w5um44k
"32, G Flr, Thu Nandar St., Hlaing Myint Moh Housing,",Advertising Agencies,16.839073,96.129473,Akari San,"
09-782440072, 09-782440073, 09-762233292
", :Yangon Region ," :Hlaing
",w4urg3r
"B-02-11, 2nd Flr, Lanmadaw St., Lanmadaw Plaza,",Dentists & Dental Clinics,16.776399,96.148435,AD 21,"
01-395606, 09-450524657
", :Yangon Region ," :Lanmadaw
",w4ur7yj
"Rm 2/3/4/5, 44 Shed, Kyauk Sein 4th St., Saw Bwar Gyi Gone,",Building Materials,16.893325,96.122025,"Hlaing Hlaing Pyone Co., Ltd.","
01-3642813, 09-5020606, 09-5161347, 09-964257211
", :Yangon Region ," :Insein
",w5h2573
"520, Waizayantar Rd., Between Parami Rd. and Thitsar Rd.,",Furniture Marts,16.850651,96.167695,Mya Nan Pon, :, :Yangon Region ," :South Okkalapa
",w4uru7e
"Rm 1/2, 18 Shed, Padamyar 6th St., Saw Bwar Gyi Gone,",Building Materials,16.89120484,96.122922,Linn,"
09-5005099, 09-977892498
", :Yangon Region ," :Insein
",w5h256f
"8/9/10/11, Chin Dwin St., Corner of Min Ayeyar St., Shwe Than Lwin Industrial Zone,",Pipes & Pumps Accessories,16.87069,96.017857,"Grand Nawa-Plastic Myanmar Co., Ltd.", :, :Yangon Region ," :Hlaing Thar Yar
",w4urbzn
